Time,RPM,TPS,IAT,CLT,Engine,Accel Enrich,VE,Advance,Battery V,Hard Limiter
62.033,4622,19,30,52,9,100,64,31,13.5,0
62.171,4048,19,30,52,9,100,63,29,13.5,0
62.31,4415,27,30,52,25,162,67,33,13.5,0
62.437,5010,33,30,53,9,100,71,34,13.5,0
62.581,5701,35,30,53,9,100,73,36,13.5,0
62.712,6229,35,30,53,9,100,74,35,13.5,0
62.855,6802,32,30,53,9,100,73,34,13.5,0
62.999,7042,29,30,53,9,100,71,34,13.5,0
63.142,7260,27,30,53,9,100,70,34,12.8,0
63.29,7735,27,30,53,9,100,71,35,12.8,0
63.433,8055,26,30,53,9,100,71,37,13.1,0
63.564,6979,16,30,53,9,100,64,30,13.1,0
63.703,5845,13,30,53,9,100,62,30,13.3,0
63.826,4995,18,30,53,25,100,63,30,13.3,0
63.966,5535,34,30,53,25,100,72,36,13.1,0
64.101,6195,39,30,53,9,100,76,35,13.1,0
64.243,6213,36,30,53,9,100,74,35,13.3,0
64.383,6421,35,30,53,9,100,74,34,13.3,0
64.502,6922,34,30,53,9,100,75,35,13.4,0
64.646,7197,33,30,53,9,100,74,34,13.4,0
64.789,7541,32,30,53,9,100,74,35,13.3,0
64.936,7903,31,30,53,9,100,73,36,13.3,0
65.084,8112,30,30,53,9,100,74,37,13.3,0
65.231,8250,29,30,53,9,100,73,37,13.3,0
65.379,8460,28,30,53,9,100,72,36,13.3,0
65.519,8655,28,30,53,9,100,73,37,13.3,0
65.665,8833,28,30,53,9,100,73,37,13.4,0
65.817,8928,28,30,53,9,100,73,37,13.4,0
65.965,8965,28,30,53,9,100,73,37,13.4,0
66.117,7808,17,30,53,9,100,65,33,13.4,0
66.264,6493,13,30,54,9,100,62,30,13.5,0
66.39,6211,19,30,54,25,100,65,32,13.5,0
66.53,7371,17,30,54,9,100,65,31,13.5,0
66.673,7032,14,30,54,9,100,63,30,13.5,0
66.813,5914,12,30,54,9,100,61,30,13,0
66.936,4993,12,30,54,9,100,61,28,13,0
67.071,4205,12,30,54,9,100,60,27,13.3,0
67.194,3770,12,30,54,9,100,60,27,13.3,0
67.316,3445,12,30,54,9,100,60,26,13.4,0
67.435,3331,12,30,54,9,100,60,26,13.4,0
67.538,3549,12,30,54,9,100,60,26,13.5,0
67.66,3700,12,30,54,9,100,60,27,13.5,0
67.779,3969,12,30,54,9,100,60,27,13.5,0
67.902,4206,11,30,54,9,100,59,27,13.5,0
68.025,4151,12,30,55,9,100,60,27,12.9,0
68.144,4535,17,30,55,9,100,62,28,12.9,0
68.284,5421,20,30,55,9,100,64,33,13.2,0
68.422,6590,20,30,55,9,100,66,33,13.2,0
68.557,7177,21,30,55,9,100,67,33,13.4,0
68.701,6482,21,30,55,9,100,66,34,13.4,0
68.845,6931,21,30,55,9,100,66,33,13.5,0
68.988,6744,21,30,55,9,100,66,33,13.2,0
69.131,6830,21,30,55,9,100,66,33,13.2,0
69.278,6899,21,30,55,9,100,66,33,13.4,0
69.422,6902,21,30,55,9,100,66,33,13.4,0
69.533,6938,21,30,55,9,100,66,33,13.4,0
69.681,6893,21,30,55,9,100,66,33,13.4,0
69.823,6947,21,30,55,9,100,66,33,13.4,0
69.967,7012,21,30,55,9,100,66,33,13.4,0
70.114,6986,21,30,55,9,100,66,33,13.4,0
70.258,6986,21,30,55,9,100,66,33,13.4,0
70.4,6973,20,30,55,9,100,66,32,13.4,0
70.544,7035,20,30,55,9,100,66,32,13.5,0
70.692,6957,20,30,55,9,100,66,32,13.5,0
70.836,6976,20,30,55,9,100,66,32,13.6,0
70.983,7035,20,30,55,9,100,66,32,13.6,0
71.126,6999,20,30,55,9,100,66,32,13.6,0
71.269,7022,20,30,55,9,100,66,32,13.1,0
71.417,6970,20,30,55,9,100,66,32,13.1,0
71.56,6925,20,30,55,9,100,66,32,13.3,0
71.708,6957,20,30,55,9,100,66,32,13.3,0
71.851,6909,20,30,56,9,100,66,32,13.4,0
71.994,6941,20,30,56,9,100,66,32,13.4,0
72.138,6858,20,30,56,9,100,66,32,13.3,0
72.286,6849,20,30,56,9,100,66,32,13.1,0
72.429,6877,20,30,56,9,100,66,32,13.1,0
72.572,6846,20,30,56,9,100,66,32,13.3,0
72.719,6902,20,30,56,9,100,66,32,13.3,0
72.863,6883,20,30,56,9,100,66,32,13.4,0
73.007,6830,20,30,56,9,100,66,32,13.4,0
73.149,6979,20,30,56,9,100,66,32,13.4,0
73.297,6833,20,30,56,9,100,66,32,13.2,0
73.441,6880,20,30,56,9,100,66,32,13.2,0
73.584,6909,20,30,56,9,100,66,32,13.1,0
73.732,6839,20,30,56,9,100,66,32,13.1,0
73.874,6843,20,30,56,9,100,66,32,13.3,0
73.985,6781,20,30,56,9,100,66,32,13.3,0
74.129,6765,20,30,56,9,100,66,32,13.4,0
74.273,6887,20,30,56,9,100,66,32,13.4,0
74.416,6815,20,30,56,9,100,66,32,13.5,0
74.558,6836,20,30,56,9,100,66,32,13.5,0
74.71,6805,20,30,56,9,100,66,32,13.5,0
74.854,6836,20,30,56,9,100,66,32,13.2,0
74.998,6871,20,30,56,9,100,66,32,13.2,0
75.141,6880,20,30,57,9,100,66,32,13.4,0
75.284,6808,20,30,57,9,100,66,32,13.4,0
75.431,6849,20,30,57,9,100,66,32,13.4,0
75.575,6874,20,30,57,9,100,66,32,13.4,0
75.723,6787,20,30,57,9,100,66,32,13.4,0
75.865,6790,20,30,57,9,100,66,32,12.9,0
76.009,6723,20,30,57,9,100,66,32,12.9,0
76.152,6808,20,30,57,9,100,66,32,13.2,0
76.296,6759,20,30,57,9,100,66,32,13.2,0
76.44,6778,20,30,57,9,100,66,32,13.3,0
76.586,6723,20,30,57,9,100,66,32,13.1,0
76.734,6790,20,30,57,9,100,66,32,13.1,0
76.877,6705,20,30,57,9,100,66,32,13.3,0
77.021,6738,20,30,57,9,100,66,32,13.3,0
77.164,6687,20,30,57,9,100,66,32,13.4,0
77.307,6637,20,30,57,9,100,66,32,13.4,0
77.455,6663,20,30,57,9,100,66,32,13.2,0
77.598,6607,20,30,57,9,100,66,33,13.3,0
77.742,6643,20,30,57,9,100,66,32,13.3,0
77.889,6637,20,30,57,9,100,66,32,13.4,0
78.033,6590,20,30,57,9,100,66,33,13.4,0
78.176,6553,20,30,58,9,100,66,33,13.5,0
78.32,6247,14,30,58,9,100,62,30,13.5,0
78.451,5326,12,30,58,9,100,61,29,13.6,0
78.581,4509,11,30,58,9,100,60,27,13.6,0
78.708,3916,11,30,58,9,100,59,26,13.5,0
78.831,3469,11,30,58,9,100,59,26,13.5,0
78.955,3119,11,30,58,9,100,59,25,13.6,0
79.073,3107,11,30,58,9,100,59,25,13.6,0
79.195,3357,11,30,58,9,100,59,25,13.6,0
79.315,3484,11,30,58,9,100,59,26,13.6,0
79.438,3599,11,30,58,9,100,59,26,13.2,0
79.557,3605,11,30,58,9,100,59,26,13.2,0
79.688,3739,11,30,58,9,100,59,26,13.4,0
79.811,3682,11,30,58,9,100,59,26,13.4,0
79.933,3924,12,30,58,9,100,60,27,13.4,0
80.056,5074,19,30,58,25,160,63,31,13.4,0
80.199,5605,18,30,58,9,100,63,31,13.5,0
80.343,5175,14,30,58,9,100,62,28,13.5,0
80.478,4751,15,30,58,9,100,62,27,12.9,0
80.617,4921,15,30,58,9,100,62,28,12.9,0
80.74,4703,15,30,58,9,100,62,27,13.2,0
80.88,4697,15,30,58,9,100,62,28,13.4,0
81.019,4758,15,30,58,9,100,62,27,13.4,0
81.159,4604,15,30,58,9,100,62,27,13.5,0
81.297,4742,15,30,58,9,100,62,28,13.5,0
81.437,4564,15,30,58,9,100,62,27,13.5,0
81.572,4703,15,30,58,9,100,62,27,13.5,0
81.716,4629,15,30,58,9,100,62,27,13.5,0
81.855,4566,15,30,58,9,100,62,28,13.5,0
81.994,4626,15,30,58,9,100,62,27,13,0
82.133,4622,15,30,58,9,100,62,28,13.3,0
82.272,4507,15,30,58,9,100,62,27,13.3,0
82.408,4668,15,30,59,9,100,62,27,13.4,0
82.548,4492,15,30,59,9,100,62,27,13.4,0
82.682,4566,15,30,59,9,100,62,28,13.5,0
82.801,4451,13,30,59,9,100,60,27,13.5,0
82.928,4082,11,30,59,9,100,59,27,13.5,0
83.051,3750,11,30,59,9,100,59,26,13.5,0
83.174,3548,11,30,59,9,100,59,26,13.1,0
83.292,3331,11,30,59,9,100,59,25,13.1,0
83.415,3041,11,30,60,9,100,59,25,13.3,0
83.534,3104,13,30,60,9,100,59,25,13.3,0
83.658,3819,15,30,60,9,100,61,26,13.3,0
83.768,4745,16,30,60,9,100,63,28,13.5,0
83.887,5206,15,30,60,9,100,62,28,13.5,0
84.013,5401,15,30,60,9,100,62,29,13.5,0
84.14,5480,15,30,60,9,100,62,29,13.5,0
84.264,5319,15,30,60,9,100,62,28,13.5,0
84.391,4838,15,30,60,9,100,62,27,13.5,0
84.526,3538,13,30,60,9,100,60,26,13.5,0
84.648,3095,12,30,60,9,100,60,25,13.5,0
84.75,3123,12,30,60,9,100,60,25,13.6,0
84.87,3395,12,30,60,9,100,60,26,13.6,0
84.989,3727,12,30,60,9,100,60,27,13.6,0
85.112,4097,12,30,60,9,100,60,27,13.6,0
85.235,3541,12,30,60,9,100,60,26,13.6,0
85.353,3102,13,30,60,9,100,60,25,13.6,0
85.472,3050,14,30,60,9,100,60,25,13.6,0
85.599,3226,18,30,60,9,100,62,27,13.6,0
85.73,3841,21,30,60,9,100,64,31,13.5,0
85.869,4382,15,30,60,9,100,61,27,13.5,0
86.004,4855,12,30,60,9,100,61,28,13.5,0
86.143,4705,12,30,60,9,100,61,28,13.5,0
86.283,4918,17,30,60,9,100,62,29,13.6,0
86.422,4036,17,30,60,9,100,62,27,13.4,0
86.562,3666,17,30,60,9,100,62,27,13.4,0
86.696,3951,20,30,60,9,100,63,30,13.4,0
86.811,4745,22,30,60,9,100,66,34,13.5,0
86.938,4615,19,30,60,9,100,64,31,12.8,0
87.07,4501,14,30,60,9,100,62,28,12.8,0
87.201,4232,14,30,60,9,100,61,27,13.2,0
87.323,4780,15,30,60,9,100,62,27,13.2,0
87.462,4993,16,30,60,9,100,63,28,13.3,0
87.581,4975,18,30,60,9,100,63,30,13.3,0
87.721,4930,18,30,60,9,100,63,30,13.4,0
87.86,4849,18,30,60,9,100,63,29,13.4,0
87.999,4662,18,30,60,9,100,63,29,13.4,0
88.139,5119,18,30,60,9,100,63,30,13.4,0
88.278,5091,18,30,60,9,100,63,30,13.5,0
88.422,5167,19,30,60,9,100,63,31,13.5,0
88.561,5244,19,30,61,9,100,64,31,13.5,0
88.7,5384,19,30,61,9,100,64,32,13.5,0
88.839,5549,20,30,61,9,100,65,33,13.5,0
88.979,5850,23,30,61,9,100,67,36,13.4,0
89.11,6097,25,30,61,9,100,68,35,13.4,0
89.248,6485,26,30,61,9,100,69,35,13.4,0
89.392,6570,27,30,61,9,100,70,34,13.4,0
89.535,6922,27,30,61,9,100,70,34,13.5,0
89.679,7218,27,30,61,9,100,70,34,13.5,0
89.819,7433,27,30,61,9,100,71,35,13.5,0
89.965,7641,27,30,61,9,100,71,35,13.5,0
90.113,7957,27,30,61,9,100,71,36,13.5,0
90.256,8219,25,30,61,9,100,71,37,13.6,0
90.408,8403,19,30,61,9,100,66,35,13.6,0
90.555,7235,14,30,61,9,100,63,30,13.6,0
90.699,7302,35,30,61,25,100,75,35,13.6,0
90.834,6587,45,30,61,9,100,80,34,13.5,0
90.982,6918,46,30,61,9,100,82,35,13.5,0
91.109,7208,46,30,61,9,100,83,35,13.5,0
91.248,7356,47,30,61,9,100,83,35,13.2,0
91.395,7503,47,30,61,9,100,84,36,13.2,0
91.542,7978,47,30,61,9,100,84,36,13.3,0
91.69,8498,47,30,61,9,100,85,37,13.3,0
91.813,8591,46,30,61,9,100,86,38,13.4,0
91.961,9009,45,30,61,9,100,85,38,13.4,0
92.111,9146,44,30,61,9,100,85,38,13.5,0
92.263,9416,44,30,62,9,100,85,38,13.4,0
92.415,9715,44,30,62,9,100,86,39,13.4,0
92.567,9566,44,30,62,9,100,86,39,13.5,0
92.71,9727,29,30,62,9,100,75,38,13.5,0
92.829,8542,16,30,62,9,100,65,34,13,0
92.976,8232,33,30,62,25,100,75,36,13,0
93.128,8116,51,30,62,25,100,87,36,13.2,0
93.276,8183,54,30,62,9,100,90,37,13.3,0
93.423,8426,54,30,62,9,100,90,37,13.3,0
93.574,8576,51,30,62,9,100,88,37,13.4,0
93.722,8787,49,30,62,9,100,87,37,13.4,0
93.841,8939,47,30,62,9,100,87,38,13.4,0
93.993,9096,47,30,62,9,100,87,39,13.4,0
94.144,9322,47,30,62,9,100,87,38,13.4,0
94.295,9433,47,30,62,9,100,87,38,13.5,0
94.447,9590,47,30,62,9,100,88,38,13.5,0
94.562,9715,47,30,63,9,100,88,39,12.9,0
94.714,9752,47,30,63,9,100,89,39,12.9,0
94.86,10176,47,30,63,9,100,89,40,13.2,0
95.008,9554,31,30,63,9,100,76,38,13.2,0
95.156,8094,15,30,63,9,100,64,34,12.7,0
95.3,6775,12,30,63,9,100,62,30,13.1,0
95.434,5755,12,30,63,9,100,61,30,13.1,0
95.561,4783,11,30,63,9,100,60,27,13.3,0
95.696,4087,11,30,63,9,100,59,27,13.3,0
95.82,3653,11,30,63,9,100,59,26,13.3,0
95.934,3227,11,30,63,9,100,59,25,13.3,0
96.053,3159,11,30,63,9,100,59,25,13.3,0
96.175,3243,11,30,63,9,100,59,25,13.5,0
96.294,3182,11,30,63,9,100,59,25,13.5,0
96.417,3327,11,30,63,9,100,59,25,13.5,0
96.536,3621,11,30,63,9,100,59,26,13.5,0
96.66,3829,11,30,63,9,100,59,26,13.5,0
96.783,3838,11,30,63,9,100,59,26,13.5,0
96.884,3877,11,30,63,9,100,59,26,13.5,0
97.007,3798,11,30,63,9,100,59,26,13.5,0
97.13,3852,11,30,63,9,100,59,26,13.5,0
97.249,3753,11,30,63,9,100,59,26,13.5,0
97.372,3740,11,30,63,9,100,59,26,13.2,0
97.494,3759,11,30,63,9,100,59,26,13.2,0
97.613,3774,11,30,63,9,100,59,26,13.3,0
97.737,3693,11,30,63,9,100,59,26,13.3,0
97.86,3393,11,30,63,9,100,59,25,13.5,0
97.987,3235,11,30,63,9,100,59,25,13.5,0
98.11,3286,11,30,63,9,100,59,25,13.4,0
98.228,3461,11,30,63,9,100,59,26,13.4,0
98.347,3460,11,30,63,9,100,59,26,13.4,0
98.47,3471,11,30,63,9,100,59,26,13.4,0
98.593,3321,11,30,63,9,100,59,25,13.4,0
98.712,3278,11,30,63,9,100,59,25,13.4,0
98.834,3193,11,30,63,9,100,59,25,13.4,0
98.94,3417,11,30,64,9,100,59,26,13.5,0
99.059,3434,11,30,64,9,100,59,26,13.5,0
99.183,3412,11,30,64,9,100,59,26,13.5,0
99.302,3445,11,30,64,9,100,59,26,13.5,0
99.425,3363,11,30,64,9,100,59,25,13.5,0
99.543,3342,10,30,64,9,100,58,25,13.5,0
99.666,3291,10,30,64,9,100,58,25,13.5,0
99.785,3236,10,30,64,9,100,58,25,13.5,0
99.907,3321,10,30,64,9,100,58,25,13.6,0
100.039,3347,10,30,64,9,100,58,25,13.6,0
100.162,3330,10,30,64,9,100,58,25,13.6,0
100.28,3341,10,30,64,9,100,58,25,13.6,0
100.403,3272,10,30,64,9,100,58,25,13.6,0
100.522,3363,10,30,64,9,100,58,25,13.6,0
100.645,3409,10,30,64,9,100,58,26,13.6,0
100.764,3332,10,30,64,9,100,58,25,13.6,0
100.886,3280,10,30,64,9,100,58,25,13.6,0
101.022,3324,10,30,64,9,100,58,25,13.6,0
101.141,3280,10,30,64,9,100,58,25,13.5,0
101.264,3345,10,30,64,9,100,58,25,13.5,0
101.383,3402,10,30,64,9,100,58,25,13.5,0
101.505,3250,10,30,64,9,100,58,25,13.5,0
101.623,3199,10,30,64,9,100,58,25,13.5,0
101.747,3327,10,30,64,9,100,58,25,13.5,0
101.866,3311,10,30,64,9,100,58,25,13.5,0
101.972,3386,10,30,65,9,100,58,25,13.5,0
102.092,3410,10,30,65,9,100,58,26,13.5,0
102.214,3344,10,30,65,9,100,58,25,13.5,0
102.332,3282,9,30,65,9,100,58,26,13.5,0
102.456,3136,9,30,65,9,100,58,25,13.5,0
102.575,3069,9,30,65,9,100,58,25,13.5,0
102.693,2820,9,30,65,9,100,58,25,13.5,0
102.816,2800,9,30,65,9,100,58,25,13.5,0
102.935,3617,24,30,65,25,160,65,32,13.5,0
103.057,6145,26,30,65,9,100,69,35,13.5,0
103.197,7317,21,30,65,9,100,67,34,13.5,0
103.344,7571,19,30,65,9,100,66,34,13.5,0
103.488,7345,16,30,65,9,100,65,31,12.9,0
103.635,6291,15,30,65,9,100,63,30,12.9,0
103.762,5816,16,30,65,9,100,63,30,13.2,0
103.893,5983,18,30,65,9,100,64,31,13.2,0
104.037,6388,18,30,65,9,100,64,31,13.4,0
104.18,6675,18,30,65,9,100,65,31,13.5,0
104.323,6753,18,30,65,9,100,65,31,13.5,0
104.467,7062,21,30,65,9,100,67,33,13.2,0
104.615,7253,21,30,65,9,100,67,34,13.2,0
104.758,7201,21,30,65,9,100,67,34,13.3,0
104.9,6909,20,30,65,9,100,66,32,13.3,0
105.016,6590,20,30,65,9,100,66,33,13.4,0
105.159,6291,19,30,65,9,100,65,32,13.4,0
105.303,6576,17,30,65,9,100,64,30,13.5,0
105.447,6541,17,30,65,9,100,64,30,13.4,0
105.589,6558,18,30,65,9,100,65,31,13.4,0
105.732,6553,19,30,65,9,100,65,32,13.2,0
105.876,6622,19,30,65,9,100,65,32,13.2,0
105.995,6516,19,30,66,9,100,66,32,13.2,0
106.139,6696,19,30,66,9,100,66,32,13.2,0
106.282,6827,19,30,66,9,100,65,32,13.3,0
106.429,6833,19,30,66,9,100,65,32,13.3,0
106.572,7022,19,30,66,9,100,65,31,13.5,0
106.716,7153,19,30,66,9,100,66,32,13.5,0
106.86,6999,16,30,66,9,100,64,30,13.5,0
107.006,6393,15,30,66,9,100,63,30,13.5,0
107.137,5818,15,30,66,9,100,62,30,13.5,0
107.266,5405,15,30,66,9,100,62,29,13.5,0
107.392,5276,15,30,66,9,100,62,29,13.5,0
107.515,5246,15,30,66,9,100,62,28,13.5,0
107.637,5296,16,30,66,9,100,63,29,13.5,0
107.748,5671,17,30,66,9,100,63,30,13.6,0
107.883,6043,18,30,66,9,100,64,31,13.6,0
108.023,6510,18,30,66,9,100,64,31,13.6,0
108.166,6753,18,30,66,9,100,65,31,13.6,0
108.309,6784,18,30,66,9,100,65,31,13.6,0
108.452,6960,17,30,66,9,100,64,30,13.6,0
108.563,6584,15,30,66,9,100,63,30,13.1,0
108.691,5574,12,30,66,9,100,61,30,13.1,0
108.818,4725,11,30,66,9,100,60,27,13.3,0
108.952,4080,11,30,66,9,100,59,27,13.3,0
109.067,3811,11,30,66,9,100,59,26,13.4,0
109.186,3488,11,30,66,9,100,59,26,13.4,0
109.309,3282,11,30,66,9,100,59,25,13.5,0
109.428,3197,11,30,66,9,100,59,25,13.5,0
109.551,3216,11,30,66,9,100,59,25,13.6,0
109.669,3286,11,30,66,9,100,59,25,13.6,0
109.792,3416,11,30,66,9,100,59,26,13.6,0
109.911,3368,11,30,66,9,100,59,25,13.6,0
110.034,3355,11,30,66,9,100,59,25,13.6,0
110.169,3333,11,30,66,9,100,59,25,13.6,0
110.289,3357,11,30,66,9,100,59,25,13.5,0
110.41,3465,11,30,66,9,100,59,26,13.5,0
110.529,3367,11,30,66,9,100,59,25,13.5,0
110.653,3294,11,30,66,9,100,59,25,13.5,0
110.772,3397,11,30,66,9,100,59,25,13.5,0
110.894,3517,11,30,66,9,100,59,26,13.5,0
111.013,3524,11,30,66,9,100,59,26,13,0
111.148,3458,11,30,66,9,100,59,26,13,0
111.271,3275,11,30,67,9,100,59,25,13.3,0
111.39,3340,10,30,67,9,100,58,25,13.3,0
111.509,3448,10,30,67,9,100,58,26,13.4,0
111.632,3407,10,30,67,9,100,58,26,13.4,0
111.754,3276,10,30,67,9,100,58,25,13.4,0
111.873,3303,10,30,67,9,100,58,25,13.5,0
111.992,3385,10,30,67,9,100,58,25,13.5,0
112.099,3306,10,30,67,9,100,58,25,13.5,0
112.218,3320,10,30,67,9,100,58,25,13.5,0
112.341,3367,10,30,67,9,100,58,25,13.5,0
112.459,3516,10,30,67,9,100,58,26,13.5,0
112.582,3494,10,30,67,9,100,58,26,13.5,0
112.705,3345,10,30,67,9,100,58,25,13.5,0
112.824,3287,10,30,67,9,100,58,25,13.6,0
112.947,3128,10,30,67,9,100,58,25,13.6,0
113.066,3223,10,30,67,9,100,58,25,13.1,0
113.171,3214,10,30,67,9,100,58,25,13.1,0
113.29,3256,10,30,67,9,100,58,25,13.4,0
113.414,3171,10,30,67,9,100,58,25,13.4,0
113.532,3179,10,30,67,9,100,58,25,13.5,0
113.655,3216,10,30,67,9,100,58,25,13.5,0
113.775,3254,10,30,67,9,100,58,25,13.5,0
113.892,3198,10,30,67,9,100,58,25,13.6,0
114.015,3155,10,30,67,9,100,58,25,13.6,0
114.122,3191,10,30,67,9,100,58,25,13.6,0
114.241,3110,10,30,67,9,100,58,25,13.6,0
114.364,3226,10,30,67,9,100,58,25,13.6,0
114.483,3280,10,30,67,9,100,58,25,13.6,0
114.605,3280,10,30,67,9,100,58,25,13.1,0
114.724,3220,10,30,67,9,100,58,25,13.1,0
114.847,3151,10,30,67,9,100,58,25,13.3,0
114.966,3159,10,30,67,9,100,58,25,13.3,0
115.085,3256,10,30,68,9,100,58,25,13.1,0
115.196,3243,10,30,68,9,100,58,25,13.1,0
115.314,3196,10,30,68,9,100,58,25,13.4,0
115.437,3186,10,30,68,9,100,58,25,13.4,0
115.556,3235,10,30,68,9,100,58,25,13.5,0
115.679,3125,10,30,68,9,100,58,25,13.5,0
115.798,3177,10,30,68,9,100,58,25,13.5,0
115.921,3182,10,30,68,9,100,58,25,13.5,0
116.039,3231,10,30,68,9,100,58,25,13.5,0
116.146,3360,10,30,68,9,100,58,25,13.1,0
116.269,3323,10,30,68,9,100,58,25,13.1,0
116.388,3182,10,30,68,9,100,58,25,13.3,0
116.511,3145,10,30,68,9,100,58,25,13.3,0
116.628,3156,10,30,68,9,100,58,25,13.4,0
116.752,3139,10,30,68,9,100,58,25,13.4,0
116.871,3266,10,30,68,9,100,58,25,13.5,0
116.99,3198,10,30,68,9,100,58,25,13.5,0
117.113,3160,10,30,68,9,100,58,25,13.6,0
117.219,3112,10,30,68,9,100,58,25,13.6,0
117.337,3051,10,30,68,9,100,58,25,13.6,0
117.461,3059,10,30,68,9,100,58,25,13.6,0
117.58,3003,10,30,68,9,100,58,24,13.6,0
117.703,3110,10,30,68,9,100,58,25,13.6,0
117.822,3186,10,30,68,9,100,58,25,13.6,0
117.94,3132,10,30,68,9,100,58,25,13.6,0
118.063,3188,10,30,68,9,100,58,25,13.6,0
118.169,3185,10,30,68,9,100,58,25,13.6,0
118.293,3242,10,30,68,9,100,58,25,13.6,0
118.412,3195,10,30,68,9,100,58,25,13,0
118.535,3270,10,30,68,9,100,58,25,13,0
118.652,3221,10,30,68,9,100,58,25,13.3,0
118.776,3190,10,30,68,9,100,58,25,13.3,0
118.894,3274,10,30,68,9,100,58,25,13.5,0
119.013,3234,10,30,68,9,100,58,25,13.5,0
119.136,3204,10,30,68,9,100,58,25,13.2,0
119.242,3166,10,30,68,9,100,58,25,13.2,0
119.361,3314,10,30,68,9,100,58,25,13.4,0
119.484,3187,10,30,68,9,100,58,25,13.4,0
119.603,3184,10,30,68,9,100,58,25,13.5,0
119.726,3179,10,30,68,9,100,58,25,13.5,0
119.845,3293,10,30,68,9,100,58,25,13.5,0
119.967,3263,10,30,68,9,100,58,25,13.6,0
120.086,3224,10,30,68,9,100,58,25,13.6,0
120.193,3141,10,30,69,9,100,58,25,13.6,0
120.316,3113,10,30,69,9,100,58,25,13.6,0
120.435,3021,10,30,69,9,100,58,25,13.6,0
120.558,2968,10,30,69,9,100,58,24,13.6,0
120.676,3167,10,30,69,9,100,58,25,13.6,0
120.795,3213,10,30,69,9,100,58,25,13.6,0
120.918,3192,10,30,69,9,100,58,25,13.6,0
121.037,3189,10,30,69,9,100,58,25,13.6,0
121.156,3129,10,30,69,9,100,58,25,13.6,0
121.266,3167,10,30,69,9,100,58,25,13.6,0
121.385,3138,10,30,69,9,100,58,25,13.6,0
121.508,3249,10,30,69,9,100,58,25,13.6,0
121.627,3127,10,30,69,9,100,58,25,13.4,0
121.75,3110,10,30,69,9,100,58,25,13.4,0
121.869,2985,10,30,69,9,100,58,24,13.4,0
121.987,2909,10,30,69,9,100,58,24,13.5,0
122.11,3001,10,30,69,9,100,58,24,13.5,0
122.217,3186,10,30,70,9,100,58,25,13.5,0
122.34,3228,10,30,70,9,100,58,25,13.5,0
122.459,3291,10,30,70,9,100,58,25,13.5,0
122.582,3296,10,30,70,9,100,58,25,13.5,0
122.7,3229,10,30,70,9,100,58,25,13.5,0
122.819,3109,10,30,70,9,100,58,25,13.5,0
122.942,3129,10,30,70,9,100,58,25,13.5,0
123.061,3145,10,30,70,9,100,58,25,13.5,0
123.184,3290,10,30,70,9,100,58,25,13.5,0
123.29,3265,10,30,70,9,100,58,25,13.5,0
123.412,3189,10,30,70,9,100,58,25,13.5,0
123.531,3207,10,30,70,9,100,58,25,13.5,0
123.65,3233,10,30,70,9,100,58,25,13.5,0
123.773,3275,10,30,70,9,100,58,25,13.5,0
123.892,3243,10,30,70,9,100,58,25,13.5,0
124.016,3220,10,30,70,9,100,58,25,13.5,0
124.133,3203,10,30,70,9,100,58,26,13.5,0
124.24,3255,10,30,70,9,100,58,25,13.5,0
124.363,3160,10,30,70,9,100,58,25,13.5,0
124.482,3078,10,30,70,9,100,58,25,13.5,0
124.605,3129,10,30,70,9,100,58,25,13.5,0
124.724,3098,10,30,70,9,100,58,25,13.5,0
124.842,3169,10,30,70,9,100,58,25,13.5,0
124.965,3249,10,30,70,9,100,58,25,13.6,0
125.084,3258,10,30,70,9,100,58,25,13.6,0
125.207,3177,10,30,70,9,100,58,25,13.6,0
125.314,3170,10,30,70,9,100,58,25,13.6,0
125.436,3211,10,30,70,9,100,58,25,13.5,0
125.555,3067,10,30,70,9,100,58,25,13.5,0
125.678,3126,10,30,70,9,100,58,25,13.6,0
125.797,3267,10,30,70,9,100,58,25,13.6,0
125.916,3104,10,30,70,9,100,58,25,13.6,0
126.039,3192,10,30,70,9,100,58,25,13.6,0
126.157,3171,10,30,70,9,100,58,25,13.6,0
126.268,3196,10,30,70,9,100,58,25,13.6,0
126.387,3183,10,30,70,9,100,58,25,13.6,0
126.51,3296,10,30,70,9,100,58,25,13.6,0
126.629,3201,10,30,70,9,100,58,26,13.6,0
126.752,3140,10,30,70,9,100,58,25,13.6,0
126.87,3145,10,30,70,9,100,58,25,13.6,0
126.989,3233,10,30,70,9,100,58,25,13.6,0
127.112,3267,10,30,70,9,100,58,25,13.6,0
127.231,3237,10,30,70,9,100,58,25,13.6,0
127.342,3232,10,30,70,9,100,58,25,13.6,0
127.46,3251,10,30,70,9,100,58,25,13.6,0
127.583,3208,10,30,70,9,100,58,25,13.6,0
127.701,3285,10,30,70,9,100,58,25,13.6,0
127.82,3268,10,30,70,9,100,58,25,13.6,0
127.944,3419,10,30,70,9,100,58,26,13.6,0
128.062,3605,10,30,71,9,100,58,26,13.6,0
128.186,3710,10,30,71,9,100,58,26,13.6,0
128.291,3841,10,30,71,9,100,58,26,13.6,0
128.414,3950,10,30,71,9,100,58,26,13.6,0
128.537,4025,11,30,71,9,100,59,26,13.6,0
128.656,4116,11,30,71,9,100,59,27,13.6,0
128.779,4200,11,30,71,9,100,59,27,13.6,0
128.902,4119,11,30,71,9,100,59,27,13.6,0
